"","from_id","from_name","message","created_time","type","link","id","story","likes_count","comments_count","shares_count"
"11","181676841847841","SBS 뉴스","서울시가 5억 들인 '시각장애인의 눈'…써보니 무용지물

#자막뉴스 ▶http://n.sbs.co.kr/2gHkwI5","2017-10-24T21:00:42+0000","video","https://www.facebook.com/SBS8news/videos/1982944848387689/","181676841847841_1982944848387689",NA,245,32,51
"12","181676841847841","SBS 뉴스","경력 날조한 뒤 ""책임 각서 써""…청년 울리는 파견업체

#자막뉴스 ▶http://n.sbs.co.kr/2gDAaEA","2017-10-24T20:00:00+0000","video","https://www.facebook.com/SBS8news/videos/1982943671721140/","181676841847841_1982943671721140",NA,54,2,19
"13","181676841847841","SBS 뉴스","""국정원, 채동욱 혼외자 미리 알았다""…개인정보 불법 수집

#자막뉴스 ▶http://n.sbs.co.kr/2gDA2oA","2017-10-24T17:00:00+0000","video","https://www.facebook.com/SBS8news/videos/1982942178387956/","181676841847841_1982942178387956",NA,23,1,1
"14","181676841847841","SBS 뉴스","가드레일 교체 지시에…""돈 없다"" 손 놓은 민자도로

#자막뉴스 ▶http://n.sbs.co.kr/2gEnqxo","2017-10-24T16:00:00+0000","video","https://www.facebook.com/SBS8news/videos/1982940885054752/","181676841847841_1982940885054752",NA,123,8,42
"15","181676841847841","SBS 뉴스","'히딩크 논란'에 고개 숙인 김호곤…""죄송스럽게 생각""

#자막뉴스 ▶http://n.sbs.co.kr/2gE0jmo","2017-10-24T15:00:00+0000","video","https://www.facebook.com/SBS8news/videos/1982938048388369/","181676841847841_1982938048388369",NA,117,23,28
"16","181676841847841","SBS 뉴스","경찰 간부와 박 전 국장 부하직원이 닷새 동안 통화한 기록이 무려...","2017-10-24T14:40:01+0000","link","http://news.sbs.co.kr/news/endPage.do?news_id=N1004451117","181676841847841_1982998575048983",NA,17,1,5
"17","181676841847841","SBS 뉴스","겨우 10여 분 사이에 경찰 보도자료를 확보·분석해 입장 발표까지...?","2017-10-24T14:20:00+0000","link","http://news.sbs.co.kr/news/endPage.do?news_id=N1004451116","181676841847841_1982979128384261",NA,14,1,1
"18","181676841847841","SBS 뉴스","""노무현 불구속하고 적당히 망신 줘라"" 여론 조작 요구도

#자막뉴스 ▶http://n.sbs.co.kr/2gE8ZcE","2017-10-24T14:00:00+0000","video","https://www.facebook.com/SBS8news/videos/1982894431726064/","181676841847841_1982894431726064",NA,142,12,28
"19","181676841847841","SBS 뉴스","""임신 중 입대한 남편 유해 이제라도 만나 감격스러워요""","2017-10-24T13:48:02+0000","link","http://news.sbs.co.kr/news/endPage.do?news_id=N1004449877","181676841847841_1982972478384926",NA,182,1,4
"20","181676841847841","SBS 뉴스","""교대는 다 선후배들이잖아요. 그것까지 생각을 하시고…""","2017-10-24T13:36:02+0000","link","http://news.sbs.co.kr/news/endPage.do?news_id=N1004451114","181676841847841_1982968758385298",NA,43,23,11
"21","181676841847841","SBS 뉴스","멀쩡한 남의 땅을...","2017-10-24T13:24:01+0000","link","http://news.sbs.co.kr/news/endPage.do?news_id=N1004449934","181676841847841_1982962685052572",NA,44,1,2
"22","181676841847841","SBS 뉴스","블라인드 면접으로 진행돼 청탁이 개입될 여지가 없다더니...","2017-10-24T13:12:01+0000","link","http://news.sbs.co.kr/news/endPage.do?news_id=N1004451112","181676841847841_1982965211718986",NA,14,3,1
"23","181676841847841","SBS 뉴스","<2017년 10월 24일 김현우 앵커의 클로징>

앞서 전해드렸던 문제의 교감은 현재 건강상의 이유로 감사를 중단해달라고 계속 요구하고 있습니다.

지금 가장 아프고 더 힘든 사람은 피해 교사입니다.

거짓말하지 말고 또 잘못했으면 사과하라고 학생들에게 가르치면서 정작 교감 선생님은 왜 그 말을 지키지 않는 건지 궁금합니다.

뉴스 마치겠습니다. 고맙습니다.","2017-10-24T13:00:00+0000","video","https://www.facebook.com/SBS8news/videos/1983009608381213/","181676841847841_1983009608381213",NA,24,0,5
"24","181676841847841","SBS 뉴스","<옷차림 든든히 하세요…밤사이 '기온 뚝'>

내일(25일)은 안개가 강해져서 조심하셔야겠습니다. 내일 서울의 아침 기온 9도, 낮 기온 21도로 오늘과 비슷하겠습니다.","2017-10-24T12:48:00+0000","video","https://www.facebook.com/SBS8news/videos/1983010401714467/","181676841847841_1983010401714467",NA,84,29,11
"25","181676841847841","SBS 뉴스","SNS 막말에 결국...","2017-10-24T12:36:02+0000","link","http://news.sbs.co.kr/news/endPage.do?news_id=N1004450988","181676841847841_1982935745055266",NA,1212,197,85
"26","181676841847841","SBS 뉴스","이른바 우병우 사단의 핵심으로 지목됐던 인물.","2017-10-24T12:24:00+0000","link","http://news.sbs.co.kr/news/endPage.do?news_id=N1004451110","181676841847841_1982953758386798",NA,34,3,2
"27","181676841847841","SBS 뉴스","시종 고개를 숙이고 있다 휠체어를 타고 이동했다.","2017-10-24T12:12:02+0000","link","http://news.sbs.co.kr/news/endPage.do?news_id=N1004450390","181676841847841_1982956411719866",NA,28,2,1
"28","181676841847841","SBS 뉴스","이후 화장으로 장례가 치러졌다.","2017-10-24T12:00:01+0000","link","http://news.sbs.co.kr/news/endPage.do?news_id=N1004451109","181676841847841_1982945958387578",NA,98,1,4
"29","181676841847841","SBS 뉴스","검은 모자를 눌러쓴 채 비장한 듯한 표정의 이준.","2017-10-24T11:52:00+0000","link","http://news.sbs.co.kr/news/endPage.do?news_id=N1004450253","181676841847841_1982914738390700",NA,40,0,0
"30","181676841847841","SBS 뉴스","병원이 적절히 치료했는데도 숨졌다면...","2017-10-24T11:42:01+0000","link","http://news.sbs.co.kr/news/endPage.do?news_id=N1004451108","181676841847841_1982941205054720",NA,442,72,31
"31","181676841847841","SBS 뉴스","내년 2월, 영광의 졸업장을 받고 나면...!","2017-10-24T11:28:02+0000","link","http://news.sbs.co.kr/news/endPage.do?news_id=N1004450795","181676841847841_1982897505059090",NA,33,1,1
"32","181676841847841","SBS 뉴스","<2017년 10월 24일 SBS 8뉴스 주요뉴스>

▶ ""원인 세균 녹농균…병원 감염 아니다""
▶ [단독] 禹 절친 국정원 前 2차장 출국금지
▶ [단독] '대선 직전 발표' 국정원 개입 정황 
▶ [단독] ""유력인사 팔아 처조카 취업청탁"" 
▶ '화살 교감' 두둔하는 감사 
▶ 12억 후원금으로 차 사고, 문신하고 
▶ 사이드미러 안 접힌 고급차 노렸다
▶ 내 아이가 엉뚱한 곳에…황당 키즈폰 
▶ ""자소서·추천서 폐지"" 학종 손본다

8뉴스 전체보기 ▶ http://news.sbs.co.kr/news/programMain.do?prog_cd=R1","2017-10-24T11:20:00+0000","video","https://www.facebook.com/SBS8news/videos/1982922371723270/","181676841847841_1982922371723270",NA,16,0,3
"33","181676841847841","SBS 뉴스","""파면은 지나치게 과중하다""는 재판부.","2017-10-24T11:11:00+0000","link","http://news.sbs.co.kr/news/endPage.do?news_id=N1004450807","181676841847841_1982884285060412",NA,109,75,14
"34","181676841847841","SBS 뉴스",NA,"2017-10-24T11:00:01+0000","video","https://www.facebook.com/videomug/videos/1674928145914935/","181676841847841_1982919508390223","SBS 뉴스 shared 비디오머그 - VIDEO MUG's video.",205,17,1
"35","181676841847841","SBS 뉴스","무너진 담장이 90대 행인을 덮쳤다.","2017-10-24T10:54:00+0000","link","http://news.sbs.co.kr/news/endPage.do?news_id=N1004449922","181676841847841_1982878508394323",NA,9,2,1
"36","181676841847841","SBS 뉴스","""내가 꿈을 꿨는데 불을 켜보니…""","2017-10-24T10:42:00+0000","link","http://news.sbs.co.kr/news/endPage.do?news_id=N1004449927","181676841847841_1982868831728624",NA,306,26,25
"37","181676841847841","SBS 뉴스","""억울함에 고소했다"" 주장했지만...","2017-10-24T10:33:02+0000","link","http://news.sbs.co.kr/news/endPage.do?news_id=N1004451086","181676841847841_1982860751729432",NA,33,7,1
"38","181676841847841","SBS 뉴스","과태료를 대폭 올리는 방안도 적극 검토하기로 했다.","2017-10-24T10:24:00+0000","link","http://news.sbs.co.kr/news/endPage.do?news_id=N1004451066","181676841847841_1982853038396870",NA,347,100,28
"39","181676841847841","SBS 뉴스","효능 강조하려다 그만...","2017-10-24T10:13:01+0000","link","http://news.sbs.co.kr/news/endPage.do?news_id=N1004451060","181676841847841_1982841785064662",NA,37,18,2
"40","181676841847841","SBS 뉴스","""다스 누구 것?"" 질문에 당황…윤석열 ""확인해 밝히겠다""

자막뉴스▶http://n.sbs.co.kr/2gE8OOw","2017-10-24T10:00:00+0000","video","https://www.facebook.com/SBS8news/videos/1982509585097882/","181676841847841_1982509585097882",NA,63,5,5
"41","181676841847841","SBS 뉴스","당시 팁을 거절한 호텔 배달원에게 건넨 메모 두 장.","2017-10-24T09:50:01+0000","link","http://news.sbs.co.kr/news/endPage.do?news_id=N1004450800","181676841847841_1982834361732071",NA,465,16,110
"42","181676841847841","SBS 뉴스","당당히 트럼프 소유 빌딩에 들어가더니...!","2017-10-24T09:39:00+0000","link","http://news.sbs.co.kr/news/endPage.do?news_id=N1004450799","181676841847841_1982817721733735",NA,314,15,17
"43","181676841847841","SBS 뉴스","'안전' 빌며 행운의 동전을 던졌다는데 결말은...","2017-10-24T09:31:02+0000","link","http://news.sbs.co.kr/news/endPage.do?news_id=N1004450853","181676841847841_1982828695065971",NA,209,66,7
"44","181676841847841","SBS 뉴스","""늬 내 밥값 냈니???""

스브스타 - SBSstar","2017-10-24T09:20:00+0000","link","http://news.sbs.co.kr/news/endPage.do?news_id=N1004451056","181676841847841_1982794841736023",NA,348,6,10
"45","181676841847841","SBS 뉴스","10월 24일, 최혜림 앵커의 <혜프닝> 시작합니다!","2017-10-24T09:13:09+0000","video","https://www.facebook.com/SBS8news/videos/1982821408400033/","181676841847841_1982821408400033","SBS 뉴스 was live.",97,65,12
"46","181676841847841","SBS 뉴스","""태블릿 PC 감정 채택 위해 노력할 것""","2017-10-24T09:00:01+0000","link","http://news.sbs.co.kr/news/endPage.do?news_id=N1004450840","181676841847841_1982786611736846",NA,29,20,0
"47","181676841847841","SBS 뉴스","갑자기 출혈이 일어날 때마다 1분에서 5분 동안 흘렸다.","2017-10-24T08:53:00+0000","link","http://news.sbs.co.kr/news/endPage.do?news_id=N1004450839","181676841847841_1982775325071308",NA,444,10,28
"48","181676841847841","SBS 뉴스","박 전 대통령 측이 구치소가 더러워 고통받고 있다고 했는데...","2017-10-24T08:38:01+0000","link","http://news.sbs.co.kr/news/endPage.do?news_id=N1004450775","181676841847841_1982776411737866",NA,709,51,36
"49","181676841847841","SBS 뉴스","""어? 누구지? 1명이나 했어요?""","2017-10-24T08:26:00+0000","link","http://news.sbs.co.kr/news/endPage.do?news_id=N1004448604","181676841847841_1982759361739571",NA,62,3,2
"50","181676841847841","SBS 뉴스","단말기 없이 하이패스 차로로 진입했다가...","2017-10-24T08:19:01+0000","link","http://news.sbs.co.kr/news/endPage.do?news_id=N1004450658","181676841847841_1982750145073826",NA,245,63,22
"51","181676841847841","SBS 뉴스","방법이 없어 헤엄쳐 달아나자 뒤쫓기 시작한 '식인상어'...!","2017-10-24T08:07:01+0000","link","http://news.sbs.co.kr/news/endPage.do?news_id=N1004450788","181676841847841_1982745115074329",NA,84,0,0
"52","181676841847841","SBS 뉴스","친구 성폭행범 만든 뒤 ""돈 내놔"" 협박…엄마도 가담

자막뉴스▶http://n.sbs.co.kr/2gCHZdt","2017-10-24T08:00:00+0000","video","https://www.facebook.com/SBS8news/videos/1982507888431385/","181676841847841_1982507888431385",NA,1051,357,146
"53","181676841847841","SBS 뉴스","청바지에 흰 티만 입었을 뿐인데...이 비율 실화?

스브스타 - SBSstar","2017-10-24T07:51:01+0000","link","http://news.sbs.co.kr/news/endPage.do?news_id=N1004450769","181676841847841_1982739435074897",NA,138,7,8
"54","181676841847841","SBS 뉴스","돈을 못 받더라도 이 일을 해야만 하는 안타까운 사연이 있었다.","2017-10-24T07:40:15+0000","link","http://news.sbs.co.kr/news/endPage.do?news_id=N1004450756","181676841847841_1982736221741885",NA,48,0,2
"55","181676841847841","SBS 뉴스","'할 말이 있다'며 아이를 아동센터의 빈방으로 부른 뒤...","2017-10-24T07:31:02+0000","link","http://news.sbs.co.kr/news/endPage.do?news_id=N1004450495","181676841847841_1982728441742663",NA,75,19,7
"56","181676841847841","SBS 뉴스","월세가 얼...얼마요???

스브스타 - SBSstar","2017-10-24T07:19:00+0000","link","http://news.sbs.co.kr/news/endPage.do?news_id=N1004450759","181676841847841_1982705085078332",NA,643,41,20
"57","181676841847841","SBS 뉴스","""비둘기 파드득 날 때마다...?"" 사람에게 어떤 병 생기나 보니","2017-10-24T07:08:01+0000","link","http://news.sbs.co.kr/news/endPage.do?news_id=N1004450533","181676841847841_1982699875078853",NA,126,18,20
"58","181676841847841","SBS 뉴스","개만 보면 온몸 떨려…정부, 반려동물 목줄 처벌 강화

자막뉴스▶http://n.sbs.co.kr/2gCdlRo","2017-10-24T07:00:00+0000","video","https://www.facebook.com/SBS8news/videos/1982506078431566/","181676841847841_1982506078431566",NA,2339,611,205
"59","181676841847841","SBS 뉴스","대화를 시도하려던 그때, 누군가 태극기 깃봉으로 류 최고위원의 목덜미를 때렸다.","2017-10-24T06:49:01+0000","link","http://news.sbs.co.kr/news/endPage.do?news_id=N1004450484","181676841847841_1982686285080212",NA,382,128,33
"60","181676841847841","SBS 뉴스","걷는 것도 힘들 텐데 뛰기까지...!","2017-10-24T06:38:01+0000","link","http://news.sbs.co.kr/news/endPage.do?news_id=N1004450459","181676841847841_1982682025080638",NA,99,11,3
"61","181676841847841","SBS 뉴스","사랑꾼 올라프가 이번에는 주인공으로 돌아온다!","2017-10-24T06:30:00+0000","link","http://news.sbs.co.kr/news/endPage.do?news_id=N1004450485","181676841847841_1982673851748122",NA,1846,301,44
"62","181676841847841","SBS 뉴스","쉬는 시간에는 관중석에서 여느 연인처럼 다정하게 대화를 나눴다.","2017-10-24T06:19:00+0000","link","http://news.sbs.co.kr/news/endPage.do?news_id=N1004450232","181676841847841_1982665625082278",NA,54,0,1
"63","181676841847841","SBS 뉴스","'청개구리'도 나란히 1위에 올랐다!","2017-10-24T06:07:01+0000","link","http://news.sbs.co.kr/news/endPage.do?news_id=N1004449931","181676841847841_1982656551749852",NA,62,8,2
"64","181676841847841","SBS 뉴스","녹농균 혈액 침투해 패혈증까지…감염 경로 추측해보니

자막뉴스▶http://n.sbs.co.kr/2gCd6ps","2017-10-24T06:00:00+0000","video","https://www.facebook.com/SBS8news/videos/1982504975098343/","181676841847841_1982504975098343",NA,183,13,48
"65","181676841847841","SBS 뉴스","첫 재판에서 범행 사실을 모두 인정하고, 눈물로 선처를 호소했다.","2017-10-24T05:50:01+0000","link","http://news.sbs.co.kr/news/endPage.do?news_id=N1004450231","181676841847841_1982645278417646",NA,688,139,45
"66","181676841847841","SBS 뉴스","수화 안무는 멤버들 아이디어라고...!

스브스타 - SBSstar","2017-10-24T05:40:02+0000","link","http://news.sbs.co.kr/news/endPage.do?news_id=N1004450185","181676841847841_1982634698418704",NA,224,2,12
"67","181676841847841","SBS 뉴스","피부 곳곳이 찢어지고 파이기까지…","2017-10-24T05:29:00+0000","link","http://news.sbs.co.kr/news/endPage.do?news_id=N1004449318","181676841847841_1982482295100611",NA,351,81,34
"68","181676841847841","SBS 뉴스","무슨 줄이 떨어지나 했더니…! (영상)

비디오머그 - VIDEO MUG","2017-10-24T05:18:00+0000","link","http://news.sbs.co.kr/news/endPage.do?news_id=N1004449593","181676841847841_1982479881767519",NA,54,3,5
"69","181676841847841","SBS 뉴스","아기의 충격적인 모습에 세계가 눈물 흘리고 있습니다…","2017-10-24T05:08:00+0000","link","http://news.sbs.co.kr/news/endPage.do?news_id=N1004449899","181676841847841_1982476645101176",NA,121,10,20
"70","181676841847841","SBS 뉴스","<큰 일교차 유의하세요!…남부 곳곳에 약한 비>

오늘(24일) 아침 대관령이 영하 4도 선까지 떨어지면서 비교적 두꺼운 얼음이 얼기도 했는데요, 하지만 한낮에는 어제만큼 기온이 오르겠고요, 그만큼 일교차가 10도 이상으로 크게 벌어지겠습니다.","2017-10-24T05:00:00+0000","video","https://www.facebook.com/SBS8news/videos/1982588671756640/","181676841847841_1982588671756640",NA,37,0,10
"71","181676841847841","SBS 뉴스","젝스키스의 공식 팬클럽인 '옐로우키스'

스브스타 - SBSstar","2017-10-24T04:49:00+0000","link","http://news.sbs.co.kr/news/endPage.do?news_id=N1004449900","181676841847841_1982474398434734",NA,143,1,6
"72","181676841847841","SBS 뉴스","일단 현재까지 접수된 것만 그렇다","2017-10-24T04:42:00+0000","link","http://news.sbs.co.kr/news/endPage.do?news_id=N1004449561","181676841847841_1982472301768277",NA,11,6,0
"73","181676841847841","SBS 뉴스","경찰이 쳐놓은 저지선을 뚫고 들어온 차량이…","2017-10-24T04:30:00+0000","link","http://news.sbs.co.kr/news/endPage.do?news_id=N1004449585","181676841847841_1982473758434798",NA,44,5,1
"74","181676841847841","SBS 뉴스","누구나 언젠가 노인이 됩니다. 

스브스뉴스","2017-10-24T04:19:00+0000","link","http://news.sbs.co.kr/news/endPage.do?news_id=N1004449158","181676841847841_1982470731768434",NA,270,7,18
"75","181676841847841","SBS 뉴스","가격도 2만∼4만 원대로 저렴해 해외에서는 대중화돼 있다.","2017-10-24T04:08:00+0000","link","http://news.sbs.co.kr/news/endPage.do?news_id=N1004449494","181676841847841_1982469471768560",NA,43,1,2
"76","181676841847841","SBS 뉴스","故 한일관 대표 혈액서 '녹농균' 검출…최 씨 처벌은?

자막뉴스▶http://n.sbs.co.kr/2gE8hMw","2017-10-24T04:00:00+0000","video","https://www.facebook.com/SBS8news/videos/1982504121765095/","181676841847841_1982504121765095",NA,435,57,56
"77","181676841847841","SBS 뉴스","이영학의 '돈줄'을 파헤친 경찰…가족에 차명까지 찾는다!","2017-10-24T03:50:00+0000","link","http://news.sbs.co.kr/news/endPage.do?news_id=N1004449621","181676841847841_1982468318435342",NA,157,31,3
"78","181676841847841","SBS 뉴스","태풍이 소멸하자 눈이…! (영상)","2017-10-24T03:41:00+0000","link","http://news.sbs.co.kr/news/endPage.do?news_id=N1004449438","181676841847841_1982467355102105",NA,465,149,14
"79","181676841847841","SBS 뉴스","인천공항 환승하며 쌍꺼풀 수술?…""기내서 실밥 풀린다""","2017-10-24T03:30:00+0000","link","http://news.sbs.co.kr/news/endPage.do?news_id=N1004449560","181676841847841_1982465461768961",NA,317,151,28
"80","181676841847841","SBS 뉴스","동아리도 어른들이 알던 그 동아리가 아니다. 

SBS 취재파일","2017-10-24T03:19:00+0000","link","http://news.sbs.co.kr/news/endPage.do?news_id=N1004449407","181676841847841_1982463805102460",NA,46,4,2
"81","181676841847841","SBS 뉴스","성관계 동영상에 나오는 여러 명의 남성들을 찾았다","2017-10-24T03:06:00+0000","link","http://news.sbs.co.kr/news/endPage.do?news_id=N1004449574","181676841847841_1982456241769883",NA,198,37,5
"82","181676841847841","SBS 뉴스","해리포터 촬영지에서 펼쳐지는 마법 같은 자전거 묘기

비디오머그 - VIDEO MUG

뉴스레전드(2016.10.14)▶http://n.sbs.co.kr/2dcgAfo","2017-10-24T03:00:00+0000","video","https://www.facebook.com/SBS8news/videos/1674347329306350/","181676841847841_1674347329306350",NA,1152,39,213
"83","181676841847841","SBS 뉴스","역대 청소년 관람불가 한국영화 흥행 1위는 '내부자들'

스브스타 - SBSstar","2017-10-24T02:49:00+0000","link","http://news.sbs.co.kr/news/endPage.do?news_id=N1004449452","181676841847841_1982459701769537",NA,124,2,1
"84","181676841847841","SBS 뉴스","왜 비싼 건지, 어떻게 하면 더 맛있게 먹을 수 있는지 물어봤다.

스브스뉴스","2017-10-24T02:39:00+0000","link","http://news.sbs.co.kr/news/endPage.do?news_id=N1004449218&plink=THUMB&cooper=SUBUSUMAIN","181676841847841_1982457725103068",NA,579,139,28
"85","181676841847841","SBS 뉴스","2심 판결이 나왔지만 여전히 논란이 분분한 조덕제 성추행 사건

스브스타 - SBSstar","2017-10-24T02:28:00+0000","link","http://news.sbs.co.kr/news/endPage.do?news_id=N1004449611","181676841847841_1982462695102571",NA,57,19,2
"86","181676841847841","SBS 뉴스","취임하자마자 블랙리스트 작업을 기획했다는 새로운 사실이 SBS 취재 결과 확인됐다.","2017-10-24T02:19:00+0000","link","http://news.sbs.co.kr/news/endPage.do?news_id=N1004449363","181676841847841_1982454938436680",NA,138,16,15
"87","181676841847841","SBS 뉴스","조덕제는 본인의 실명을 스스로 공개하며 억울함을 호소한 상황

스브스타 - SBSstar","2017-10-24T02:08:00+0000","link","http://news.sbs.co.kr/news/endPage.do?news_id=N1004449581","181676841847841_1982453251770182",NA,25,8,0
"88","181676841847841","SBS 뉴스","시각 장애인의 달리기 경기는 어떻게 할까요?

뉴스레전드(2016.09.16)","2017-10-24T02:00:00+0000","video","https://www.facebook.com/SBS8news/videos/1982350225113818/","181676841847841_1982350225113818",NA,2759,36,163
"89","181676841847841","SBS 뉴스","그 해 근무평정에서 그는 만점, 그러니까 100점을 받았다.

SBS 취재파일","2017-10-24T01:50:00+0000","link","http://news.sbs.co.kr/news/endPage.do?news_id=N1004449410","181676841847841_1982451261770381",NA,18,1,2
"90","181676841847841","SBS 뉴스","김병만은 건강한 모습으로 인천공항에 모습을 드러냈다.

스브스타 - SBSstar","2017-10-24T01:40:00+0000","link","http://news.sbs.co.kr/news/endPage.do?news_id=N1004448572","181676841847841_1982450395103801",NA,496,13,10
"91","181676841847841","SBS 뉴스","'교도소에서 평생을 사느니, 여기서 죽으련다'","2017-10-24T01:31:00+0000","link","http://news.sbs.co.kr/news/endPage.do?news_id=N1004449878","181676841847841_1982449018437272",NA,177,53,7
"92","181676841847841","SBS 뉴스","별다른 입영 이벤트 없이 입소할 것으로 보인다.

스브스타 - SBSstar","2017-10-24T01:20:00+0000","link","http://news.sbs.co.kr/news/endPage.do?news_id=N1004449635","181676841847841_1982437498438424",NA,59,1,0
"93","181676841847841","SBS 뉴스","아직 단풍놀이도 못했는데 말이죠…","2017-10-24T01:11:00+0000","link","http://news.sbs.co.kr/news/endPage.do?news_id=N1004449629","181676841847841_1982434918438682",NA,75,2,9
"94","181676841847841","SBS 뉴스","니 내 누귄지 아니? 범죄도시 아이 봤니?

#가리봉동 #흑사파 #실화

✔보는 것이 믿는 것, 비디오머그 - VIDEO MUG
http://n.sbs.co.kr/2yCmCQs","2017-10-24T01:00:00+0000","video","https://www.facebook.com/SBS8news/videos/1674341909306892/","181676841847841_1674341909306892",NA,1748,402,199
"95","181676841847841","SBS 뉴스","""도대체 다스는 누구 겁니까?""","2017-10-24T00:50:00+0000","link","http://news.sbs.co.kr/news/endPage.do?news_id=N1004449204","181676841847841_1981815455167295",NA,31,4,2
"96","181676841847841","SBS 뉴스","렌터카로 사고 내면 보험금 받기가 수월한 점을 노렸다.","2017-10-24T00:40:00+0000","link","http://news.sbs.co.kr/news/endPage.do?news_id=N1004449196","181676841847841_1981812051834302",NA,21,0,0
"97","181676841847841","SBS 뉴스","빚 갚을 능력을 꼼꼼히 따져 대출받기가 더욱 어려워진다.","2017-10-24T00:30:01+0000","link","http://news.sbs.co.kr/news/endPage.do?news_id=N1004449202","181676841847841_1981791745169666",NA,33,4,3
"98","181676841847841","SBS 뉴스","국내 연구진에 의해 치매 조기 예측 길이 열렸다!","2017-10-24T00:20:00+0000","link","http://news.sbs.co.kr/news/endPage.do?news_id=N1004449200","181676841847841_1981775728504601",NA,971,41,186
"99","181676841847841","SBS 뉴스","정작 시각장애인들은 외면하는 시각장애인 서비스.","2017-10-24T00:10:01+0000","link","http://news.sbs.co.kr/news/endPage.do?news_id=N1004449199","181676841847841_1981768368505337",NA,58,4,2
"100","181676841847841","SBS 뉴스","윤석열 지검장에게 물어봤습니다 #그래서_다스는_누구겁니까?

✔보는 것이 믿는 것, 비디오머그 - VIDEO MUG
https://youtu.be/veNrc0ba2gA","2017-10-24T00:00:00+0000","video","https://www.facebook.com/SBS8news/videos/1674340602640356/","181676841847841_1674340602640356",NA,450,14,81
"101","181676841847841","SBS 뉴스","""부담 갖지 마세요. 가서 잘하면 돼.""","2017-10-23T23:48:02+0000","link","http://news.sbs.co.kr/news/endPage.do?news_id=N1004449197","181676841847841_1981762365172604",NA,25,2,9
